授業科目名,担当者名,配当学年,開講期,曜時限,群,学科,前身科目,年度
日本社会論,木村 純,,後期,木4,人社群,,,2026
外国文献研究（全・英）-E1 ：サイバーセキュリティ,小谷 大祐,,後期,木5,人社群,,,2026
外国文献研究（文・英）Ｂ-E1,杉村 靖彦,,後期,木5,人社群,,,2026
Western History II-E2,BHATTE，Pallavi Kamlakar,,後期,金1,人社群,,,2026
Western History II-E2,BHATTE，Pallavi Kamlakar,,後期,金2,人社群,,,2026
創造行為総論Ｂ,武田 宙也,,後期,金2,人社群,,,2026
関係発達論II,大倉 得史,,後期,金2,人社群,,,2026
認知心理学II,齋木 潤,,後期,金2,人社群,,,2026
人文地理学各論III（歴史地理）,米家 泰作,,後期,金2,人社群,,,2026
地域地理学各論III（アジア・アフリカ）,小島 泰雄,,後期,金2,人社群,,,2026
都市空間論基礎ゼミナールＩ,中嶋 節子,,後期,金2,人社群,,,2026
教育学基礎ゼミナール,倉石 一郎,,後期,金2,人社群,,,2026
公共政策論II,浅野 耕太,,後期,金2,人社群,,,2026
現代経済社会論II,黒宮 一太,,後期,金2,人社群,,,2026
現代政治分析への招待,近藤 正基,,後期,金2,人社群,,,2026
外国文献研究（全・英）-E1 ：英語で学ぶ日本映画史,木下 千花,,後期,金2,人社群,,,2026
外国文献研究（経・英）Ｂ-E1,若林 優弥,,後期,金2,人社群,,,2026
日本語・日本文化研究論文作成演習Ⅰ,パリハワダナ ルチラ,,後期,金2,人社群,,,2026
日本語・日本文化研究論文作成演習Ⅰ,河合 淳子,,後期,金2,人社群,,,2026
日本語・日本文化研究論文作成演習Ⅰ,湯川 志貴子,,後期,金2,人社群,,,2026
日本語・日本文化研究論文作成演習Ⅰ,,,後期,金2,人社群,,,2026
論理学II,山口 尚,,後期,金3,人社群,,,2026
東洋社会思想史II,福谷 彬,,後期,金3,人社群,,,2026
倫理学基礎ゼミナール,佐藤 義之,,後期,金3,人社群,,,2026
西洋思想史基礎ゼミナール,安部 浩,,後期,金3,人社群,,,2026
現代文明II,黒宮 一太,,後期,金3,人社群,,,2026
日本史II,熊谷 隆之,,後期,金3,人社群,,,2026
日本近代文学II,須田 千里,,後期,金3,人社群,,,2026
言語科学II,西脇 麻衣子,,後期,金3,人社群,,,2026
創造行為論講読演習,武田 宙也,,後期,金3,人社群,,,2026
教育学II,倉石 一郎,,後期,金3,人社群,,,2026
朝鮮・韓国学入門,吉井 秀夫・千田 俊太郎,,後期,金3,人社群,,,2026
法学,宇佐美 誠,,後期,金3,人社群,,,2026
Environmental Histories of South Asia-E2,"D’SOUZA, Rohan Ignatious",,後期,金3,人社群,,,2026
公共政策論Ｉ,佐野 亘,,後期,金3,人社群,,,2026
外国文献講読（法・英）II-E1,木村 敦子,,後期,金3,人社群,,,2026
外国文献研究（経・英）Ｂ-E1,小池 智大,,後期,金3,人社群,,,2026
倫理学II,佐藤 義之,,後期,金4,人社群,,,2026
論理学II,安部 浩,,後期,金4,人社群,,,2026
現代文明II,黒宮 一太,,後期,金4,人社群,,,2026
日本史II,熊谷 隆之,,後期,金4,人社群,,,2026
日本史各論 （近代日本の地域社会）,黒岩 康博,,後期,金4,人社群,,,2026
日本近代文学II,須田 千里,,後期,金4,人社群,,,2026
社会学II,高橋 顕也,,後期,金4,人社群,,,2026
法学,宇佐美 誠,,後期,金4,人社群,,,2026
環境経済・政策論基礎ゼミナール,浅野 耕太,,後期,金4,人社群,,,2026
東洋社会思想史II,福谷 彬,,後期,金5,人社群,,,2026
日本古代･中世政治文化論基礎ゼミナールII,熊谷 隆之,,後期,金5,人社群,,,2026
国語国文学II,垣見 修司,,後期,金5,人社群,,,2026
日本近代文学基礎ゼミナール,須田 千里,,後期,金5,人社群,,,2026
社会学各論II,西川 純司,,後期,金5,人社群,,,2026
行動病理学II,武本 一美・諏訪 太朗・佐藤 泰子・松本 卓也・村田 智子・藤井 あゆみ・降籏 隆二・上月 遥,,後期,金5,人社群,,,2026
経済学II,川﨑 兼人,,後期,金5,人社群,,,2026
グローバル規範論基礎ゼミナール,宇佐美 誠,,後期,金5,人社群,,,2026
外国文献講読（法・英）II-E1,上出 寛子,,後期,金5,人社群,,,2026
Science of Psychological Well-Being-E2,"Joshanloo, Mohsen",,前期集中,集中,人社群,,,2026
Strategic Management of Organizations-E2,"WANG, Tao",,前期集中,集中,人社群,,,2026
日本語・日本文化研修プログラム修了研究論文,パリハワダナ ルチラ・河合 淳子・湯川 志貴子,,前期集中,集中,人社群,,,2026
フランス語Ｉ（８Ｈコース）,上田 泰史・GRAZIANI，Jean-Francois Rene,,通年,月2・火2・水4・木4,外国語群,,,2026
Scientific English IA (Reading and Writing),CHANG，Kai-Chun,,通年,月4,外国語群,,,2026
ドイツ語I（６Hコース）,西脇 麻衣子・田代 ルイーサ,,通年,月4・水4・金3,外国語群,,,2026
ドイツ語II（６Hコース）,島 憲男・田代 ルイーサ,,通年,月4・木4・金4,外国語群,,,2026
フランス語II（６Ｈコース）,中筋 朋・GRAZIANI，Jean-Francois Rene,,通年,月4・木2・金3,外国語群,,,2026
Scientific English IB (Technical Communication & Discussions),KIM，SUNMIN,,通年,木3,外国語群,,,2026
確率論基礎,杉山 登志,,前期,月1,自然群,,,2026
基礎有機化学Ｉ,藤田 健一,,前期,月1,自然群,,,2026
基礎有機化学Ｉ,小松 直樹,,前期,月1,自然群,,,2026
基礎有機化学Ｉ,廣戸 聡,,前期,月1,自然群,,,2026
基礎有機化学Ｉ,津江 広人,,前期,月1,自然群,,,2026
基礎物理化学要論,中村 敏浩,,前期,月1,自然群,,,2026
生物・生命科学入門,原田 浩・渡辺 勝敏・宮川 拓也・片山 高嶺・坂本 雅行,,前期,月1,自然群,,,2026
生物・生命科学入門,甲斐 歳惠・森 哲・荒木 崇・中臺 枝里子・井垣 達吏,,前期,月1,自然群,,,2026
生物・生命科学入門,宮田 愛彦・城野 哲平・東樹 宏和・杉田 征彦・野々村 恵子,,前期,月1,自然群,,,2026
統計入門,原 尚幸,,前期,月1,自然群,,,2026
英語リーディング,西本 希呼,,前期,月1,外国語群,,,2026
英語リーディング,中森 誉之,,前期,月1,外国語群,,,2026
英語リーディング,VILLA，Kaoru Nakao,,前期,月1,外国語群,,,2026
英語リーディング,中村 仁紀,,前期,月1,外国語群,,,2026
英語ライティング－リスニングＡ,MILNE，Daniel,,前期,月1,外国語群,,,2026
英語ライティング－リスニングＡ,DUNLAP JACOB GALEN,,前期,月1,外国語群,,,2026
英語ライティング－リスニングＡ,辻田 明子,,前期,月1,外国語群,,,2026
英語ライティング－リスニングＡ,MCCARTHY，Tanya Miranda,,前期,月1,外国語群,,,2026
英語ライティング－リスニングＡ,岡田 悠佑,,前期,月1,外国語群,,,2026
英語ライティング－リスニングＡ,DENNISON，David Barrett,,前期,月1,外国語群,,,2026
英語ライティング－リスニングＡ,佐藤 美奈子,,前期,月1,外国語群,,,2026
英語ライティング－リスニングＡ,Lees，David,,前期,月1,外国語群,,,2026
フランス語IIＡ（演習）,Fauconnier，Franck,,前期,月1,外国語群,,,2026
情報ネットワーク,中村 素典,,前期,月1,情報群,,,2026
Introduction to Formal Languages-E2,Jesper Jansson,,前期,月1,情報群,,,2026
情報AI基礎演習［文学部］,徐 勤,,前期,月1,情報群,,プログラミング入門,2026
情報AI基礎演習［文学部］,大浦 真,,前期,月1,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （建築学科）,佐藤 裕一・孫 安陽,,前期,月1,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （物理工学科）,森下 侑哉・石井 陽介・林 博之・加藤 祥太,,前期,月1,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （物理工学科）,森下 侑哉・石井 陽介・林 博之・加藤 祥太,,前期,月1,情報群,,プログラミング入門,2026
線形代数学続論,田中 公,,前期,月2,自然群,,,2026
確率論基礎,濵口 雄史,,前期,月2,自然群,,,2026
確率論基礎,楠岡 誠一郎,,前期,月2,自然群,,,2026
確率論基礎,上木 直昌,,前期,月2,自然群,,,2026
微分積分学（講義・演義）Ａ,三浦 達哉・原 誠人,,前期,月2・木1,自然群,,,2026
微分積分学（講義・演義）Ａ,浅岡 正幸・清水 一慶,,前期,月2・木1,自然群,,,2026
微分積分学（講義・演義）Ａ,三浦 達哉・原 誠人,,前期,月2・木2,自然群,,,2026
微分積分学（講義・演義）Ａ,清水 一慶・浅岡 正幸,,前期,月2・木2,自然群,,,2026
微分積分学（講義・演義）Ａ,平賀 郁,,前期,月2・水3,自然群,,,2026
微分積分学（講義・演義）Ａ,平賀 郁,,前期,月2・水4,自然群,,,2026
微分積分学（講義・演義）Ａ,神 貞介・河本 野恵,,前期,月2・水3,自然群,,,2026
微分積分学（講義・演義）Ａ,神 貞介・河本 野恵,,前期,月2・水4,自然群,,,2026
線形代数学（講義・演義）Ａ,木坂 正史,,前期,月2・水4,自然群,,,2026
線形代数学（講義・演義）Ａ,木坂 正史,,前期,月2・水3,自然群,,,2026
線形代数学（講義・演義）Ａ,浅野 知紘・高村 茂,,前期,月2・木1,自然群,,,2026
線形代数学（講義・演義）Ａ,川口 周,,前期,月2・木1,自然群,,,2026
線形代数学（講義・演義）Ａ,高村 茂・浅野 知紘,,前期,月2・木2,自然群,,,2026
線形代数学（講義・演義）Ａ,川口 周,,前期,月2・木2,自然群,,,2026
線形代数学（講義・演義）Ａ,大川 領・服部 真史,,前期,月2・水3,自然群,,,2026
線形代数学（講義・演義）Ａ,大川 領・服部 真史,,前期,月2・水4,自然群,,,2026
線形代数学（講義・演義）Ａ,井川 治・井上 義也,,前期,月2・水4,自然群,,,2026
無機化学入門Ａ,田部 勢津久,,前期,月2,自然群,,,2026
生活と環境の化学,杉山 雅人,,前期,月2,自然群,,,2026
行動生態学入門,市岡 孝朗,,前期,月2,自然群,,,2026
英語リーディング,谷口 一美,,前期,月2,外国語群,,,2026
英語リーディング,GINSBURG，Jason,,前期,月2,外国語群,,,2026
英語リーディング,中村 仁紀,,前期,月2,外国語群,,,2026
英語リーディング,脇坂 美和子,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,佐藤 美奈子,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,PARSONS，Daniel William,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,岡田 悠佑,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,DUNLAP JACOB GALEN,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,八木 淳一,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,Schipper Sara,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,藤澤 宜広,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,DENNISON，David Barrett,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,Lees，David,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,VILLA，Kaoru Nakao,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,西本 希呼,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,HAUSER，Jacob Richard,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,辻田 明子,,前期,月2,外国語群,,,2026
英語ライティング－リスニングＡ,MCCARTHY，Tanya Miranda,,前期,月2,外国語群,,,2026
ドイツ語ＩＡ（演習）,Iwai Stefanie,,前期,月2,外国語群,,,2026
ドイツ語ＩＡ（演習）,千田 まや,,前期,月2,外国語群,,,2026
フランス語ＩＡ（演習）,Fauconnier，Franck,,前期,月2,外国語群,,,2026
中国語ＩＡ（文法）,林 淑美,,前期,月2,外国語群,,,2026
スペイン語ＩＡ（演習）,塚原 信行・REINA OLMEDO，Jose Francisco,,前期,月2,外国語群,,,2026
中国語IIＡC201,南 真理,,前期,月2,外国語群,,,2026
中国語IIＡC213,劉 愛群,,前期,月2,外国語群,,,2026
日本語初級Ｉ（漢字）,古川 由理子,,前期,月2,外国語群,,,2026
日本語初級II（読解･作文）,湯川 志貴子,,前期,月2,外国語群,,,2026
日本語中級II（会話）,河内 彩香,,前期,月2,外国語群,,,2026
日本語上級（論文・レポート作成）,下橋 美和,,前期,月2,外国語群,,,2026
Introduction to Algorithms-E2,Jesper Jansson,,前期,月2,情報群,,,2026
微分積分学（講義・演義）Ａ,大川 領・市野 篤史,,前期,月3・火1,自然群,,,2026
微分積分学（講義・演義）Ａ,大川 領・市野 篤史,,前期,月3・火2,自然群,,,2026
微分積分学（講義・演義）Ａ,神 貞介・濵口 雄史,,前期,月3・火1,自然群,,,2026
微分積分学（講義・演義）Ａ,清水 扇丈・野口 博史,,前期,月3・火1,自然群,,,2026
微分積分学（講義・演義）Ａ,神 貞介・濵口 雄史,,前期,月3・火2,自然群,,,2026
微分積分学（講義・演義）Ａ,野口 博史・清水 扇丈,,前期,月3・火2,自然群,,,2026
線形代数学（講義・演義）Ａ,永見 誠二・日野 正訓,,前期,月3・火1,自然群,,,2026
線形代数学（講義・演義）Ａ,永見 誠二・日野 正訓,,前期,月3・火2,自然群,,,2026
線形代数学（講義・演義）Ａ,柴田 泰輔・池田 保,,前期,月3・火1,自然群,,,2026
線形代数学（講義・演義）Ａ,池田 保・柴田 泰輔,,前期,月3・火2,自然群,,,2026
Linear Algebra with Exercises A,"COLLINS，Benoit Vincent Pierre・ADAMO, Maria Stella",,前期,月3・火2,自然群,,,2026
物理学実験,吉田 鉄平,,前期,月3・月4,自然群,,,2026
熱力学,川那辺 洋,,前期,月3,自然群,,,2026
振動・波動論,森成 隆夫,,前期,月3,自然群,,,2026
Elementary Course of Physics A-E2,"PETERS,Robert",,前期,月3,自然群,,,2026
基礎化学実験,小松 直樹・津江 広人・廣戸 聡・高橋 弘樹・安田 拓海・山本 潤子,,前期,月3・月4,自然群,,,2026
Thermodynamics in Everyday Life-E2,THUERMER，Stephan,,前期,月3,自然群,,,2026
生物学実習Ｉ ［基礎コース］,瀬戸口 浩彰・市岡 孝朗・西川 完途・土屋 徹・佐藤 博俊・原 壮大朗・谷村 文,,前期,月3・月4,自然群,,,2026
生物学実習III ［細胞と分子生物学コース］,土屋 徹・谷村 文,,前期,月3・月4,自然群,,,2026
生命と情報,細川 浩,,前期,月3,自然群,,,2026
Basic Biology-E2,Adam Tsuda GUY,,前期,月3,自然群,,,2026
植物科学入門,野田口 理孝・松下 智直・小山 時隆・嶋田 知生,,前期,月3,自然群,,,2026
英語ライティング－リスニングＡ,庄子 萌,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,PARSONS，Daniel William,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,八木 淳一,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,Lees，David,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,岡田 悠佑,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,HAUSER，Jacob Richard,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,中尾 朋子,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,"RYLANDER, John",,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,ルッケル瀬本 阿矢,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,VILLA，Kaoru Nakao,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,川本 充,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,Schipper Sara,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,MILNE，Daniel,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,MCCARTHY，Tanya Miranda,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,和泉 絵美,,前期,月3,外国語群,,,2026
英語ライティング－リスニングＡ,DUNLAP JACOB GALEN,,前期,月3,外国語群,,,2026
ドイツ語ＩＡ（文法）,青木 三陽,,前期,月3,外国語群,,,2026
ドイツ語ＩＡ（文法）,井尻 楽,,前期,月3,外国語群,,,2026
ドイツ語ＩＡ（演習）,小田 直史,,前期,月3,外国語群,,,2026
ドイツ語ＩＡ（演習）,千田 まや,,前期,月3,外国語群,,,2026
フランス語ＩＡ（文法）,中筋 朋,,前期,月3,外国語群,,,2026
フランス語ＩＡ（文法）,守田 貴弘,,前期,月3,外国語群,,,2026
中国語ＩＡ（文法）,南 真理,,前期,月3,外国語群,,,2026
中国語ＩＡ（演習）,林 淑美,,前期,月3,外国語群,,,2026
中国語ＩＡ（演習）,津守 陽,,前期,月3,外国語群,,,2026
スペイン語ＩＡ（文法）,塚原 信行・柿原 武史,,前期,月3,外国語群,,,2026
スペイン語ＩＡ（演習）,塚原 信行・REINA OLMEDO，Jose Francisco,,前期,月3,外国語群,,,2026
ドイツ語IIＡ,須藤 秀平,,前期,月3,外国語群,,,2026
ドイツ語IIＡ（ライティング）,Iwai Stefanie,,前期,月3,外国語群,,,2026
フランス語IIＡ,上田 泰史,,前期,月3,外国語群,,,2026
フランス語IIＡ,坂井 礼文,,前期,月3,外国語群,,,2026
中国語IIＡC214,林 麗てい,,前期,月3,外国語群,,,2026
日本語初級Ｉ（８Ｈコース）,大和 祐子・土井 みつる・下橋 美和,,前期,月3・月4・金1・金2,外国語群,,,2026
日本語初級II（漢字）,古川 由理子,,前期,月3,外国語群,,,2026
日本語中級II（８Ｈコース）,パリハワダナ ルチラ・下橋 美和・和田 弥恵子,,前期,月3・月4・金3・金4,外国語群,,,2026
日本語アカデミック・プレゼンテーションII,河内 彩香,,前期,月3,外国語群,,,2026
情報数学Ｉ,三好 博之,,前期,月3,情報群,,,2026
物理学基礎論Ａ,橋本 幸士,,前期,月4,自然群,,,2026
物理学基礎論Ａ,角五 彰,,前期,月4,自然群,,,2026
物理学基礎論Ａ,石田 憲二,,前期,月4,自然群,,,2026
熱力学,森成 隆夫,,前期,月4,自然群,,,2026
Basic Data Analysis-E2,VANDENBON，Alexis,,前期,月4,自然群,,,2026
英語リーディング,仁井田 千絵,,前期,月4,外国語群,,,2026
英語リーディング,前田 祐子,,前期,月4,外国語群,,,2026
英語リーディング,脇坂 美和子,,前期,月4,外国語群,,,2026
英語ライティング－リスニングＡ,ルッケル瀬本 阿矢,,前期,月4,外国語群,,,2026
英語ライティング－リスニングＡ,PARSONS，Daniel William,,前期,月4,外国語群,,,2026
英語ライティング－リスニングＡ,中尾 朋子,,前期,月4,外国語群,,,2026
英語ライティング－リスニングＡ,"RYLANDER, John",,前期,月4,外国語群,,,2026
英語ライティング－リスニングＡ,木塚 惠子,,前期,月4,外国語群,,,2026
英語ライティング－リスニングＡ,MILNE，Daniel,,前期,月4,外国語群,,,2026
英語ライティング－リスニングＡ 単位未修得者クラス,和泉 絵美,,前期,月4,外国語群,,,2026
英語ライティング－リスニングＢ 単位未修得者クラス,横森 大輔,,前期,月4,外国語群,,,2026
ドイツ語ＩＡ（演習）,小田 直史,,前期,月4,外国語群,,,2026
ドイツ語ＩＡ（演習）,井尻 楽,,前期,月4,外国語群,,,2026
フランス語ＩＡ（文法）,坂井 礼文,,前期,月4,外国語群,,,2026
中国語ＩＡ（文法）,林 淑美,,前期,月4,外国語群,,,2026
中国語ＩＡ（文法）,劉 愛群,,前期,月4,外国語群,,,2026
中国語ＩＡ（演習）,林 麗てい,,前期,月4,外国語群,,,2026
スペイン語ＩＡ（文法）,塚原 信行・柿原 武史,,前期,月4,外国語群,,,2026
ドイツ語IIＡ,青木 三陽,,前期,月4,外国語群,,,2026
フランス語IIＡ,守田 貴弘,,前期,月4,外国語群,,,2026
日本語中級Ｉ（会話）,亀川 順代,,前期,月4,外国語群,,,2026
日本語上級（研究発表）,大和 祐子,,前期,月4,外国語群,,,2026
情報AI基礎［全学向］,立木 秀樹,,前期,月4,情報群,,情報基礎実践,2026
情報AI基礎［薬学部］,平澤 明・小川 治夫,,前期,月4,情報群,,情報基礎実践,2026
情報AI基礎［工学部］ （電気電子工学科）,原田 博司,,前期,月4,情報群,,情報基礎実践,2026
情報AI基礎［工学部］ （情報学科）,五十嵐 淳・湊 真一・河原 達也・下平 英寿,,前期,月4,情報群,,計算機科学概論,2026
情報AI基礎演習［全学向］,日置 尋久,,前期,月4,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （地球工学科）,TINUMBANG Aulia Febianda Anwar・松本 理佐,,前期,月4,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （地球工学科）,西垣 友貴・LU Zirui,,前期,月4,情報群,,プログラミング入門,2026
微分積分学続論Ｉ－ベクトル解析,伊藤 陽介,,前期,月5,自然群,,,2026
基礎有機化学Ｉ,津江 広人,,前期,月5,自然群,,,2026
基礎有機化学II,藤田 健一,,前期,月5,自然群,,,2026
生物物理学入門,高田 彰二・杤尾 豪人・緒方 博之・川口 真也・西山 朋子,,前期,月5,自然群,,,2026
地球の営みＩ －環境変動,石村 豊穂,,前期,月5,自然群,,,2026
英語リーディング 単位未修得者クラス,谷口 一美,,前期,月5,外国語群,,,2026
英語ライティング－リスニングＡ 上級,Schipper Sara,,前期,月5,外国語群,,,2026
ドイツ語IIＡ,青木 三陽,,前期,月5,外国語群,,,2026
日本語上級（討論技術）,土井 みつる,,前期,月5,外国語群,,,2026
日本語上級（文献講読IIA）,佐々木 幸喜・岡田 幸典,,前期,月5,外国語群,,,2026
Information and Society-E2,HADFI Rafik,,前期,月5,情報群,,,2026
情報AI基礎演習［全学向］,日置 尋久,,前期,月5,情報群,,プログラミング入門,2026
情報AI基礎演習［薬学部］,平澤 明・小川 治夫,,前期,月5,情報群,,プログラミング入門,2026
情報AI基礎演習［工学部］ （情報学科）,藤井 海斗・明石 望洋,,前期,月5,情報群,,プログラミング入門,2026
微分積分学（講義・演義）Ａ,角 大輝,,前期,火1・水2,自然群,,,2026
微分積分学（講義・演義）Ａ,佐々木 建祀郎・高村 茂,,前期,火1・水2,自然群,,,2026
微分積分学（講義・演義）Ａ,吉川 敦子・清水 扇丈,,前期,火1・水2,自然群,,,2026
線形代数学（講義・演義）Ａ,市野 篤史・波多野 修也,,前期,火1・水2,自然群,,,2026
線形代数学（講義・演義）Ａ,伊藤 哲史・青井 顕宏,,前期,火1・金1,自然群,,,2026
線形代数学（講義・演義）Ａ,清瀬 周・角濱 寛隆,,前期,火1・水2,自然群,,,2026
線形代数学（講義・演義）Ａ,伊藤 哲也・森藤 由美,,前期,火1・水2,自然群,,,2026
物理学基礎論Ａ,藤原 直樹,,前期,火1,自然群,,,2026
物理学基礎論Ａ,高木 紀明,,前期,火1,自然群,,,2026
物理学基礎論Ａ,角五 彰,,前期,火1,自然群,,,2026
物理学基礎論Ａ,上田 佳宏,,前期,火1,自然群,,,2026
熱力学,吉田 恒也,,前期,火1,自然群,,,2026
電磁気学続論,高須 洋介,,前期,火1,自然群,,,2026
Advanced Course of Electromagnetism-E2,林 聖勳,,前期,火1,自然群,,,2026
「生命の進化」概論,土屋 徹,,前期,火1,自然群,,,2026
藻類学概論,宮下 英明,,前期,火1,自然群,,,2026
統計入門,神谷 之康,,前期,火1,自然群,,,2026
統計入門,FLANAGAN，Brendan John,,前期,火1,自然群,,,2026
統計入門,岡本 雅子,,前期,火1,自然群,,,2026
英語リーディング,仁井田 千絵,,前期,火1,外国語群,,,2026
英語リーディング,中森 誉之,,前期,火1,外国語群,,,2026
英語リーディング,塩谷 直史,,前期,火1,外国語群,,,2026
英語リーディング,藤原 久仁子,,前期,火1,外国語群,,,2026
英語リーディング,伊村 大樹,,前期,火1,外国語群,,,2026
英語リーディング,碓井 智子,,前期,火1,外国語群,,,2026
イタリア語IIＡ（演習）,"BERTELLI, GIULIO ANTONIO",,前期,火1,外国語群,,,2026
微分積分学続論Ｉ－ベクトル解析,高棹 圭介,,前期,火2,自然群,,,2026
微分積分学続論II－微分方程式,劉 逸侃,,前期,火2,自然群,,,2026
線形代数学続論,足立 匡義,,前期,火2,自然群,,,2026
数理論理学Ａ,照井 一成,,前期,火2,自然群,,,2026
関数論,萩原 朋道・蛯原 義雄,,前期,火2,自然群,,,2026
微分積分学（講義・演義）Ａ,角 大輝,,前期,火2・水2,自然群,,,2026
微分積分学（講義・演義）Ａ,佐々木 建祀郎・高村 茂,,前期,火2・水2,自然群,,,2026
微分積分学（講義・演義）Ａ,吉川 敦子・清水 扇丈,,前期,火2・水2,自然群,,,2026
微分積分学（講義・演義）Ａ,陽 煜・西村 進,,前期,火2・水3,自然群,,,2026
微分積分学（講義・演義）Ａ,陽 煜・西村 進,,前期,火2・水4,自然群,,,2026
微分積分学（講義・演義）Ａ,井上 義也,,前期,火2・水4,自然群,,,2026
線形代数学（講義・演義）Ａ,上野 智弘,,前期,火2・水1,自然群,,,2026
線形代数学（講義・演義）Ａ,波多野 修也・市野 篤史,,前期,火2・水2,自然群,,,2026
線形代数学（講義・演義）Ａ,伊藤 哲史・青井 顕宏,,前期,火2・金1,自然群,,,2026
線形代数学（講義・演義）Ａ,清瀬 周・角濱 寛隆,,前期,火2・水2,自然群,,,2026
線形代数学（講義・演義）Ａ,伊藤 哲也・森藤 由美,,前期,火2・水2,自然群,,,2026
線形代数学（講義・演義）Ａ,山崎 愛一,,前期,火2・水3,自然群,,,2026
線形代数学（講義・演義）Ａ,山崎 愛一,,前期,火2・水4,自然群,,,2026
線形代数学（講義・演義）Ａ,鈴木 良明・渡邉 忠之,,前期,火2・水3,自然群,,,2026
線形代数学（講義・演義）Ａ,渡邉 忠之・鈴木 良明,,前期,火2・水4,自然群,,,2026
線形代数学（講義・演義）Ａ,上野 智弘,,前期,火2・水2,自然群,,,2026
Calculus with Exercises A,"劉 逸侃・ADAMO, Maria Stella",,前期,火2・水2,自然群,,,2026
Quest for Mathematics I-E2,Arseniy Aleksandrovich，Kuzmin,,前期,火2,自然群,,,2026
熱力学,木下 俊哉,,前期,火2,自然群,,,2026
電磁気学続論,瀬木 利夫,,前期,火2,自然群,,,2026
電磁気学続論,占部 継一郎,,前期,火2,自然群,,,2026
Fundamental Physics A-E2,林 聖勳,,前期,火2,自然群,,,2026
Essentials of Basic Physical Chemistry-E2,ARIVAZHAGAN RAJENDRAN,,前期,火2,自然群,,,2026
植物自然史Ｉ,瀬戸口 浩彰,,前期,火2,自然群,,,2026
細胞と分子の基礎生物学,安原 崇哲・藤田 恭之・齊藤 博英・牟 安峰,,前期,火2,自然群,,,2026
フィールド地球科学,小木曽 哲・大倉 敬宏・成瀬 元・吉村 令慧・山田 大志,,前期,火2,自然群,,,2026
データ分析演習Ｉ,木村 真之,,前期,火2,自然群,,,2026
英語リーディング,GINSBURG，Jason,,前期,火2,外国語群,,,2026
英語リーディング,PETERSON，Mark,,前期,火2,外国語群,,,2026
英語リーディング,藤原 久仁子,,前期,火2,外国語群,,,2026
英語リーディング,塩谷 直史,,前期,火2,外国語群,,,2026
英語リーディング,伊村 大樹,,前期,火2,外国語群,,,2026
英語リーディング,桒山 智成,,前期,火2,外国語群,,,2026
英語リーディング 単位未修得者クラス,中森 誉之,,前期,火2,外国語群,,,2026
英語ライティング－リスニングＡ,ダルスキー 智子,,前期,火2,外国語群,,,2026
英語ライティング－リスニングＡ,Schipper Sara,,前期,火2,外国語群,,,2026
英語ライティング－リスニングＡ,佐藤 龍一,,前期,火2,外国語群,,,2026
英語ライティング－リスニングＡ,LeBlanc Catherine,,前期,火2,外国語群,,,2026
ドイツ語ＩＡ（文法）,菅 利恵,,前期,火2,外国語群,,,2026
ドイツ語ＩＡ（文法）,武田 良材,,前期,火2,外国語群,,,2026
ドイツ語ＩＡ（演習）,OERTLE，Simon,,前期,火2,外国語群,,,2026
フランス語ＩＡ（演習）,GRAZIANI，Jean-Francois Rene,,前期,火2,外国語群,,,2026
中国語ＩＡ（演習）,松江 崇,,前期,火2,外国語群,,,2026
中国語ＩＡ（演習）,黄 明月,,前期,火2,外国語群,,,2026
スペイン語ＩＡ（文法）,塚原 信行・柿原 武史,,前期,火2,外国語群,,,2026
